Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2016-136476,42494,42647,Standard Class,GG-14650
CA-2017-103730,43075,15/06/2017,First Class,SC-20725
CA-2017-103730,43075,15/06/2017,First Class,SC-20725
CA-2017-103730,43075,15/06/2017,First Class,SC-20725
CA-2017-103730,43075,15/06/2017,First Class,SC-20725
CA-2017-103730,43075,15/06/2017,First Class,SC-20725
US-2015-152030,26/12/2015,28/12/2015,Second Class,AD-10180
US-2015-134614,20/09/2015,25/09/2015,Standard Class,PF-19165
US-2018-107272,43231,43445,Standard Class,TS-21610
US-2018-107272,43231,43445,Standard Class,TS-21610
US-2017-125969,42897,43019,Second Class,LS-16975
US-2017-125969,42897,43019,Second Class,LS-16975
US-2018-164147,43133,43222,First Class,DW-13585
US-2018-164147,43133,43222,First Class,DW-13585
US-2018-164147,43133,43222,First Class,DW-13585
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885
CA-2017-110366,42864,42925,Second Class,JD-15895
CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975
CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975
CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975
CA-2018-155376,22/12/2018,27/12/2018,Standard Class,SG-20080
CA-2016-110744,42560,42713,Standard Class,HA-14920
CA-2015-110072,22/10/2015,28/10/2015,Standard Class,MG-17680
CA-2017-114489,42867,42990,Standard Class,JE-16165
CA-2017-114489,42867,42990,Standard Class,JE-16165
CA-2017-114489,42867,42990,Standard Class,JE-16165
CA-2017-114489,42867,42990,Standard Class,JE-16165
CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025
CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025
CA-2016-124919,31/05/2016,42406,First Class,SP-20650
CA-2016-124919,31/05/2016,42406,First Class,SP-20650
CA-2016-124919,31/05/2016,42406,First Class,SP-20650
CA-2016-118948,28/05/2016,42435,Standard Class,NK-18490
CA-2015-104269,42007,42158,Second Class,DB-13060
CA-2017-114104,20/11/2017,24/11/2017,Standard Class,NP-18670
CA-2017-114104,20/11/2017,24/11/2017,Standard Class,NP-18670
CA-2017-162733,43044,43074,First Class,TT-21070
CA-2016-119697,28/12/2016,31/12/2016,Second Class,EM-13960
CA-2017-154508,16/11/2017,20/11/2017,Standard Class,RD-19900
CA-2017-113817,42927,43050,Standard Class,MJ-17740
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-139892,42225,42347,Standard Class,BM-11140
CA-2015-118962,42132,42255,Standard Class,CS-12130
CA-2015-118962,42132,42255,Standard Class,CS-12130
CA-2015-118962,42132,42255,Standard Class,CS-12130
US-2015-100853,14/09/2015,19/09/2015,Standard Class,JB-15400
US-2015-100853,14/09/2015,19/09/2015,Standard Class,JB-15400
US-2018-152366,21/04/2018,25/04/2018,Second Class,SJ-20500
US-2016-101511,21/11/2016,23/11/2016,Second Class,JE-15745
US-2016-101511,21/11/2016,23/11/2016,Second Class,JE-15745
CA-2016-137225,15/12/2016,19/12/2016,Standard Class,JK-15640
CA-2015-166191,42136,42259,Second Class,DK-13150
CA-2015-166191,42136,42259,Second Class,DK-13150
CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675
CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675
CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675
CA-2017-105018,28/11/2017,42778,Standard Class,SK-19990
CA-2015-123260,26/08/2015,30/08/2015,Standard Class,FM-14290
CA-2017-157000,16/07/2017,22/07/2017,Standard Class,AM-10360
CA-2017-157000,16/07/2017,22/07/2017,Standard Class,AM-10360
CA-2016-102281,42714,14/10/2016,First Class,MP-17470
CA-2016-102281,42714,14/10/2016,First Class,MP-17470
CA-2016-102281,42714,14/10/2016,First Class,MP-17470
CA-2016-102281,42714,14/10/2016,First Class,MP-17470
CA-2016-102281,42714,14/10/2016,First Class,MP-17470
CA-2016-131457,31/10/2016,42532,Standard Class,MZ-17515
CA-2015-140004,21/03/2015,25/03/2015,Standard Class,CB-12025
CA-2015-140004,21/03/2015,25/03/2015,Standard Class,CB-12025
CA-2018-107720,43262,13/11/2018,Standard Class,VM-21685
US-2018-124303,43258,13/07/2018,Standard Class,FH-14365
US-2018-124303,43258,13/07/2018,Standard Class,FH-14365
CA-2018-105074,24/06/2018,29/06/2018,Standard Class,MB-17305
CA-2015-133690,42071,42132,First Class,BS-11755
CA-2015-133690,42071,42132,First Class,BS-11755
US-2018-116701,17/12/2018,21/12/2018,Second Class,LC-17140
CA-2018-126382,43165,43287,Standard Class,HK-14890
CA-2018-108329,43355,14/12/2018,Standard Class,LE-16810
CA-2018-135860,43112,43293,Standard Class,JH-15985
CA-2018-135860,43112,43293,Standard Class,JH-15985
CA-2018-135860,43112,43293,Standard Class,JH-15985
CA-2018-135860,43112,43293,Standard Class,JH-15985
CA-2018-135860,43112,43293,Standard Class,JH-15985
CA-2016-101007,42615,13/02/2016,Second Class,MS-17980
CA-2016-146262,42401,42614,Standard Class,VW-21775
CA-2016-146262,42401,42614,Standard Class,VW-21775
CA-2016-146262,42401,42614,Standard Class,VW-21775
CA-2016-146262,42401,42614,Standard Class,VW-21775
CA-2016-146262,42401,42614,Standard Class,VW-21775
CA-2017-130162,28/10/2017,42746,Standard Class,JH-15910
CA-2017-130162,28/10/2017,42746,Standard Class,JH-15910
CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925
CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925
CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925
CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925
CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925
CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925
CA-2016-163055,42621,16/08/2016,Standard Class,DS-13180
CA-2016-163055,42621,16/08/2016,Standard Class,DS-13180
CA-2016-163055,42621,16/08/2016,Standard Class,DS-13180
US-2016-145436,28/02/2016,42463,Standard Class,VD-21670
US-2016-145436,28/02/2016,42463,Standard Class,VD-21670
US-2015-156216,13/09/2015,17/09/2015,Standard Class,EA-14035
US-2018-100930,43285,43438,Standard Class,CS-12400
US-2018-100930,43285,43438,Standard Class,CS-12400
US-2018-100930,43285,43438,Standard Class,CS-12400
US-2018-100930,43285,43438,Standard Class,CS-12400
US-2018-100930,43285,43438,Standard Class,CS-12400
CA-2018-160514,43445,16/11/2018,Standard Class,DB-13120
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2017-157749,42831,42984,Second Class,KL-16645
CA-2015-131926,42010,42161,Second Class,DW-13480
CA-2015-131926,42010,42161,Second Class,DW-13480
CA-2015-131926,42010,42161,Second Class,DW-13480
CA-2015-131926,42010,42161,Second Class,DW-13480
CA-2015-131926,42010,42161,Second Class,DW-13480
CA-2017-154739,43020,15/12/2017,Second Class,LH-17155
CA-2017-145625,43048,17/09/2017,Standard Class,KC-16540
CA-2017-145625,43048,17/09/2017,Standard Class,KC-16540
CA-2017-146941,43020,13/12/2017,First Class,DL-13315
CA-2017-146941,43020,13/12/2017,First Class,DL-13315
US-2016-159982,28/11/2016,42472,Standard Class,DR-12880
US-2016-159982,28/11/2016,42472,Standard Class,DR-12880
US-2016-159982,28/11/2016,42472,Standard Class,DR-12880
US-2016-159982,28/11/2016,42472,Standard Class,DR-12880
CA-2018-163139,43112,43171,Second Class,CC-12670
CA-2018-163139,43112,43171,Second Class,CC-12670
CA-2018-163139,43112,43171,Second Class,CC-12670
US-2018-155299,43318,43440,Standard Class,Dl-13600
US-2015-106992,19/09/2015,21/09/2015,Second Class,SB-20290
US-2015-106992,19/09/2015,21/09/2015,Second Class,SB-20290
CA-2017-125318,42892,13/06/2017,Standard Class,RC-19825
CA-2016-155040,42654,15/11/2016,Standard Class,AH-10210
CA-2018-136826,16/06/2018,20/06/2018,Standard Class,CB-12535
CA-2017-111010,22/01/2017,28/01/2017,Standard Class,PG-18895
US-2018-145366,43355,13/12/2018,Standard Class,CA-12310
US-2018-145366,43355,13/12/2018,Standard Class,CA-12310
CA-2018-163979,28/12/2018,43497,Second Class,KH-16690
CA-2016-155334,30/07/2016,31/07/2016,First Class,HA-14920
CA-2016-155334,30/07/2016,31/07/2016,First Class,HA-14920
CA-2016-155334,30/07/2016,31/07/2016,First Class,HA-14920
CA-2018-118136,16/09/2018,17/09/2018,First Class,BB-10990
CA-2018-118136,16/09/2018,17/09/2018,First Class,BB-10990
CA-2018-132976,13/10/2018,17/10/2018,Standard Class,AG-10495
CA-2018-132976,13/10/2018,17/10/2018,Standard Class,AG-10495
CA-2018-132976,13/10/2018,17/10/2018,Standard Class,AG-10495
CA-2018-132976,13/10/2018,17/10/2018,Standard Class,AG-10495
US-2016-161991,26/09/2016,28/09/2016,Second Class,SC-20725
US-2016-161991,26/09/2016,28/09/2016,Second Class,SC-20725
CA-2016-130890,42411,42532,Standard Class,JO-15280
CA-2016-130883,26/09/2016,42410,Standard Class,TB-21520
CA-2016-130883,26/09/2016,42410,Standard Class,TB-21520
CA-2016-130883,26/09/2016,42410,Standard Class,TB-21520
CA-2017-112697,18/12/2017,20/12/2017,Second Class,AH-10195
CA-2017-112697,18/12/2017,20/12/2017,Second Class,AH-10195
CA-2017-112697,18/12/2017,20/12/2017,Second Class,AH-10195
CA-2017-110772,20/11/2017,24/11/2017,Second Class,NZ-18565
CA-2017-110772,20/11/2017,24/11/2017,Second Class,NZ-18565
CA-2017-110772,20/11/2017,24/11/2017,Second Class,NZ-18565
CA-2017-110772,20/11/2017,24/11/2017,Second Class,NZ-18565
CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555
CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555
CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555
CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555
CA-2015-111451,26/12/2015,28/12/2015,First Class,KL-16555
CA-2017-142545,28/10/2017,42805,Standard Class,JD-15895
CA-2017-142545,28/10/2017,42805,Standard Class,JD-15895
CA-2017-142545,28/10/2017,42805,Standard Class,JD-15895
CA-2017-142545,28/10/2017,42805,Standard Class,JD-15895
CA-2017-142545,28/10/2017,42805,Standard Class,JD-15895
US-2018-152380,19/11/2018,23/11/2018,Standard Class,JH-15910
CA-2016-144253,42465,42618,Second Class,AS-10225
CA-2015-130960,30/12/2015,42461,Standard Class,KB-16600
CA-2015-111003,42010,42161,Standard Class,CR-12625
CA-2015-111003,42010,42161,Standard Class,CR-12625
CA-2018-126774,15/04/2018,17/04/2018,First Class,SH-20395
CA-2017-142902,43078,14/09/2017,Second Class,BP-11185
CA-2017-142902,43078,14/09/2017,Second Class,BP-11185
CA-2017-142902,43078,14/09/2017,Second Class,BP-11185
CA-2017-142902,43078,14/09/2017,Second Class,BP-11185
CA-2015-120887,27/09/2015,42073,Standard Class,TS-21205
CA-2015-167850,42255,16/08/2015,Standard Class,AG-10525
CA-2015-167850,42255,16/08/2015,Standard Class,AG-10525
CA-2015-164259,28/12/2015,30/12/2015,First Class,SP-20860
CA-2015-164973,42105,42258,Standard Class,NM-18445
CA-2015-164973,42105,42258,Standard Class,NM-18445
CA-2015-164973,42105,42258,Standard Class,NM-18445
CA-2015-164973,42105,42258,Standard Class,NM-18445
CA-2015-164973,42105,42258,Standard Class,NM-18445
CA-2015-156601,19/09/2015,24/09/2015,Standard Class,FA-14230
CA-2017-162138,23/04/2017,27/04/2017,Standard Class,GK-14620
CA-2017-162138,23/04/2017,27/04/2017,Standard Class,GK-14620
CA-2018-153339,43170,43231,Second Class,DJ-13510
US-2017-141544,30/08/2017,42744,First Class,PO-18850
US-2017-141544,30/08/2017,42744,First Class,PO-18850
US-2017-141544,30/08/2017,42744,First Class,PO-18850
US-2017-141544,30/08/2017,42744,First Class,PO-18850
US-2017-141544,30/08/2017,42744,First Class,PO-18850
US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850
US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850
US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850
CA-2016-137946,42378,42469,Second Class,DB-13615
CA-2016-137946,42378,42469,Second Class,DB-13615
CA-2016-137946,42378,42469,Second Class,DB-13615
CA-2015-129924,42345,17/07/2015,Standard Class,AC-10420
CA-2015-129924,42345,17/07/2015,Standard Class,AC-10420
CA-2016-128167,22/06/2016,26/06/2016,Second Class,KL-16645
CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895
CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895
CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895
CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895
US-2016-120712,20/12/2016,24/12/2016,Standard Class,CS-12130
CA-2018-169901,15/06/2018,19/06/2018,Standard Class,CC-12550
CA-2018-134306,43319,43441,Standard Class,TD-20995
CA-2018-134306,43319,43441,Standard Class,TD-20995
CA-2018-134306,43319,43441,Standard Class,TD-20995
CA-2017-129714,42744,42803,First Class,AB-10060
CA-2017-129714,42744,42803,First Class,AB-10060
CA-2017-129714,42744,42803,First Class,AB-10060
CA-2017-129714,42744,42803,First Class,AB-10060
CA-2017-129714,42744,42803,First Class,AB-10060
CA-2017-138520,42951,13/04/2017,Standard Class,JL-15505
CA-2017-138520,42951,13/04/2017,Standard Class,JL-15505
CA-2017-138520,42951,13/04/2017,Standard Class,JL-15505
CA-2017-138520,42951,13/04/2017,Standard Class,JL-15505
CA-2017-130001,23/04/2017,28/04/2017,Standard Class,HK-14890
CA-2018-155698,43315,43407,First Class,VB-21745
CA-2018-155698,43315,43407,First Class,VB-21745
CA-2018-144904,25/09/2018,43110,Standard Class,KW-16435
CA-2018-144904,25/09/2018,43110,Standard Class,KW-16435
CA-2018-144904,25/09/2018,43110,Standard Class,KW-16435
CA-2018-144904,25/09/2018,43110,Standard Class,KW-16435
CA-2015-123344,24/09/2015,29/09/2015,Standard Class,JD-16060
CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905
CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905
CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905
CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905
CA-2018-104745,29/05/2018,43196,Standard Class,GT-14755
CA-2018-104745,29/05/2018,43196,Standard Class,GT-14755
US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900
US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900
US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900
US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900
US-2017-134656,28/09/2017,42745,First Class,MM-18280
US-2018-134481,27/08/2018,43109,Standard Class,AR-10405
CA-2016-130792,28/04/2016,42495,Standard Class,RA-19915
CA-2016-130792,28/04/2016,42495,Standard Class,RA-19915
CA-2016-130792,28/04/2016,42495,Standard Class,RA-19915
CA-2017-134775,28/10/2017,29/10/2017,First Class,AS-10285
CA-2017-134775,28/10/2017,29/10/2017,First Class,AS-10285
CA-2016-125395,26/06/2016,29/06/2016,Second Class,LA-16780
US-2016-168935,27/11/2016,42412,Standard Class,DO-13435
US-2016-168935,27/11/2016,42412,Standard Class,DO-13435
CA-2016-122756,42441,42563,Standard Class,DK-13225
CA-2016-122756,42441,42563,Standard Class,DK-13225
CA-2015-115973,24/11/2015,26/11/2015,First Class,NG-18430
CA-2018-101798,43416,15/12/2018,Standard Class,MV-18190
CA-2018-101798,43416,15/12/2018,Standard Class,MV-18190
US-2015-135972,21/09/2015,23/09/2015,Second Class,JG-15115
US-2015-135972,21/09/2015,23/09/2015,Second Class,JG-15115
US-2015-134971,42191,42283,Second Class,BP-11095
CA-2018-102946,30/06/2018,43227,Standard Class,VP-21730
CA-2018-165603,17/10/2018,19/10/2018,Second Class,SS-20140
CA-2018-165603,17/10/2018,19/10/2018,Second Class,SS-20140
CA-2016-122259,31/10/2016,42471,Standard Class,HP-14815
CA-2017-108987,42956,43017,Second Class,AG-10675
CA-2017-108987,42956,43017,Second Class,AG-10675
CA-2017-108987,42956,43017,Second Class,AG-10675
CA-2017-108987,42956,43017,Second Class,AG-10675
CA-2015-113166,24/12/2015,26/12/2015,First Class,LF-17185
CA-2015-155208,16/04/2015,20/04/2015,Standard Class,SP-20650
CA-2018-117933,24/12/2018,29/12/2018,Standard Class,RF-19840
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-117457,43324,43446,Standard Class,KH-16510
CA-2018-142636,43170,43292,Standard Class,KC-16675
CA-2018-142636,43170,43292,Standard Class,KC-16675
CA-2018-122105,24/06/2018,28/06/2018,Standard Class,CJ-12010
CA-2017-148796,14/04/2017,18/04/2017,Standard Class,PB-19150
CA-2018-154816,43262,43384,Standard Class,VB-21745
CA-2018-110478,43193,43346,Standard Class,SP-20860
CA-2018-110478,43193,43346,Standard Class,SP-20860
CA-2015-142048,22/06/2015,25/06/2015,First Class,JE-15745
CA-2018-125388,19/10/2018,23/10/2018,Standard Class,MP-17965
CA-2018-125388,19/10/2018,23/10/2018,Standard Class,MP-17965
CA-2018-155705,21/08/2018,23/08/2018,Second Class,NF-18385
CA-2018-149160,23/11/2018,26/11/2018,Second Class,JM-15265
CA-2018-149160,23/11/2018,26/11/2018,Second Class,JM-15265
CA-2015-101476,42347,13/09/2015,First Class,SD-20485
CA-2018-152275,43110,43322,Standard Class,KH-16630
US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795
US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795
US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795
US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795
CA-2017-127369,42892,42922,First Class,DB-13060
US-2015-150574,19/12/2015,25/12/2015,Standard Class,MK-18160
US-2015-150574,19/12/2015,25/12/2015,Standard Class,MK-18160
CA-2017-147375,43075,14/06/2017,Second Class,PO-19180
CA-2017-147375,43075,14/06/2017,Second Class,PO-19180
CA-2018-130043,15/09/2018,19/09/2018,Standard Class,BB-11545
CA-2018-157252,20/01/2018,23/01/2018,Second Class,CV-12805
CA-2017-115756,42864,42925,Second Class,PK-19075
CA-2017-115756,42864,42925,Second Class,PK-19075
CA-2017-115756,42864,42925,Second Class,PK-19075
CA-2017-115756,42864,42925,Second Class,PK-19075
CA-2017-115756,42864,42925,Second Class,PK-19075
CA-2017-115756,42864,42925,Second Class,PK-19075
CA-2018-154214,20/03/2018,25/03/2018,Second Class,TB-21595
CA-2017-166674,42739,42798,Second Class,RB-19360
CA-2017-166674,42739,42798,Second Class,RB-19360
CA-2017-166674,42739,42798,Second Class,RB-19360
CA-2017-166674,42739,42798,Second Class,RB-19360
CA-2017-166674,42739,42798,Second Class,RB-19360
CA-2017-166674,42739,42798,Second Class,RB-19360
CA-2018-147277,20/10/2018,24/10/2018,Standard Class,EB-13705
CA-2018-147277,20/10/2018,24/10/2018,Standard Class,EB-13705
